stu_id,Name,Subjects,Title,stu_school,stu_year,stu_jel,Field,academic_year,Origin,Scopus_name,stu_scopus,repec_name,stu_repec
"DUBOSSE, NANCY;New School for Social Research;2000","Dubosse, Nancy","Retail and Wholesale Trade; e-Commerce;Production, Pricing, and Market Structure; Size Distribution of Firms",Pricing in the Retail Trade Sector,New School for Social Research,2000,L,Industrial Organization,2000-2001,both,,,,
"MACIEL, MARCO ANTONIO;New School for Social Research;2000","Maciel, Marco Antonio",Analysis of Collective Decision-Making: General,Three Essays on the Representative Agent Tradition,New School for Social Research,2000,D,Microeconomics,2000-2001,both,,,,
"HILMER, CHRISTIANA;North Carolina State University;2000","Hilmer, Christiana",Statistical Simulation Methods: General,A Comparison of Resampling Techniques When Parameters are on the Boundary,North Carolina State University,2000,C,Mathematical and Quantitative Methods,2000-2001,both,"Hilmer, Christiana Ellen",8599610000,,
"SOGUTLU, ZULAL;North Carolina State University;2000","Sogutlu, Zulal","State and Local Government; Intergovernmental Relations: General;Regional Economic Activity: Growth, Development, Environmental Issues, and Changes;Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence","Taxes, Government Spending and Endogenous Growth: A Theoretical Analysis with an Empirical Application to North Carolina",North Carolina State University,2000,H,Public Economics,2000-2001,both,"Denaux, Zulal Sogutlu",14022792000,,
"N'SONDE, REGIS O.;Northeastern University;2000","N'Sonde, Regis O.",Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Current Account Adjustment; Short-term Capital Movements;International Linkages to Development; Role of International Organizations,Liberalization and Currency Crises: The Cases of Five Emerging Economies,Northeastern University,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,,,,
"RADY, TAMER;Northern Illinois University;2000","Rady, Tamer",Measurement and Analysis of Poverty;Economic Development: Human Resources; Human Development; Income Distribution; Migration,"Poverty and Inequality in Egypt Between 1974/75 and 1995/96: The Sensitivity of the Poverty Levels to the Choice of the Concept of Poverty, the Poverty Measure, the Unit of Analysis, and the Poverty Line",Northern Illinois University,2000,I,"Health, Education, and Welfare",2000-2001,both,"Rady, Tamer",54924557000,,
"BALLOU, JEFFREY P.;Northwestern University;2000","Ballou, Jeffrey P.",Analysis of Health Care Markets,The Role of the Not-for-Profit Firm in the Mixed Industry: Three Empirical Analyses of the Long-Term Care and Hospital Industries,Northwestern University,2000,I,"Health, Education, and Welfare",2000-2001,both,"Ballou, Jeffrey P.",8960598000,,
"CHABOT, BENJAMIN R.;Northwestern University;2000","Chabot, Benjamin R.",Economic History: Financial Markets and Institutions: U.S.; Canada: Pre-1913;Asset Pricing; Trading Volume; Bond Interest Rates,The Integration of Nineteenth Century Stock Exchanges,Northwestern University,2000,N,Economic History,2000-2001,both,"Chabot, Benjamin R.",36493809400,"CHABOT, BENJAMIN REMY",pch1553
"JEPSEN, CHRISTOPHER A.;Northwestern University;2000","Jepsen, Christopher A.",Analysis of Education,The Private Schooling Market and Its Affects on Student Achievement,Northwestern University,2000,I,"Health, Education, and Welfare",2000-2001,both,"Jepsen, Christopher",7004098587,"JEPSEN, CHRISTOPHER",pje18
"LEVY, DAN MAURICE;Northwestern University;2000","Levy, Dan Maurice",Analysis of Education;Consumer Economics: Empirical Analysis;Human Capital; Skills; Occupational Choice; Labor Productivity,Family Income and Peer Effects as Determinants of Educational Outcomes,Northwestern University,2000,I,"Health, Education, and Welfare",2000-2001,both,"Levy, Dan M.",7402084183,,
"MANUSZAK, MARK D.;Northwestern University;2000","Manuszak, Mark D.","Oligopoly and Other Imperfect Markets;Production, Pricing, and Market Structure; Size Distribution of Firms","Product Differentiation, Competition and Prices",Northwestern University,2000,L,Industrial Organization,2000-2001,both,"Manuszak, Mark D.",8586253200,,
"MARTINS, NUNO C.;Northwestern University;2000","Martins, Nuno C.",Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;General Financial Markets: General (includes Measurement and Data);Comparison of Public and Private Enterprises and Nonprofit Institutions; Privatization; Contracting Out,Essays on Financial Markets in Emerging Countries: Privatization and Public Offerings,Northwestern University,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,"Martins, Nuno C.",57195445123,,
"MOUL, CHARLES G.;Northwestern University;2000","Moul, Charles G.",Entertainment; Media,Empirical Essays on the Motion Picture Industry,Northwestern University,2000,L,Industrial Organization,2000-2001,both,"Moul, Charles C.",6506078945,"MOUL, CHARLES C.",pmo996
"SANTIAGO, PAULO J.;Northwestern University;2000","Santiago, Paulo J.",Analysis of Education,An Assessment of Industrial and Student Behavior in the U.S. Higher Education Industry,Northwestern University,2000,I,"Health, Education, and Welfare",2000-2001,both,"Santiago, Paulo",36991193800,,
"AKBAY, CUMA;Ohio State University;2000","Akbay, Cuma",Consumer Economics: Empirical Analysis;Marketing,An Empirical Analysis of Consumption Patterns for Socioeconomics Groups: An Application of Almost Ideal Demand System,Ohio State University,2000,D,Microeconomics,2000-2001,both,"Akbay, Cuma",8861942600,,
"CORNELL, CHRISTOPHER MATTHEW;Ohio State University;2000","Cornell, Christopher Matthew",International Monetary Arrangements and Institutions;Foreign Exchange,Exchange Rate Target Zone Analysis: A Theoretical and Empirical Approach Combining Imperfect Credibility and Foreign Exchange Reserve Deficiences,Ohio State University,2000,F,International Economics,2000-2001,both,"Cornell, Christopher M.",11040725900,"CORNWELL, CHRISTOPHER",pco191
"GARG, SONALI;Ohio State University;2000","Garg, Sonali","Economic History: Financial Markets and Institutions: U.S.; Canada: Pre-1913;Telecommunications;Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: Pre-1913;Micro-Business History: U.S.; Canada: Pre-1913;General Financial Markets: General (includes Measurement and Data)",Innovations in Communications Technology and the Structure of Securities Markets: A Case Study of the Telegraph and the Rise of the NYSE to Pre-eminence 1830-1860,Ohio State University,2000,N,Economic History,2000-2001,both,,,,
"HATIRLI, SELIM;Ohio State University;2000","Hatirli, Selim","Production, Pricing, and Market Structure; Size Distribution of Firms;Food; Beverages; Cosmetics; Tobacco; Wine and Spirits",A Measurement of Market Power and/or Cost Efficiency in the U.S. Frozen and Potato Chips Subsectors,Ohio State University,2000,L,Industrial Organization,2000-2001,both,,,,
"KIM, HAG-SOO;Ohio State University;2000","Kim, Hag-Soo",Multiple or Simultaneous Equation Models; Multiple Variables: General,Semiparametric Estimation of Nonlinear Simultaneous Equations Models,Ohio State University,2000,C,Mathematical and Quantitative Methods,2000-2001,both,"Kim, Hagsoo",56981436100,"KIM, HAG-SOO",pki407
"KIM, JAEBEOM;Ohio State University;2000","Kim, Jaebeom",Foreign Exchange,A Study of Real Exchange Rates of Traded Goods Using Structural Error Correction Models,Ohio State University,2000,F,International Economics,2000-2001,both,"Kim, Jaebeom",57191681586,"KIM, JAEBEOM",pki195
"KIM, TAE HYUNG;Ohio State University;2000","Kim, Tae Hyung",Financial Institutions and Services: General,Investigation of U.S. Credit Card Market Using Original Survey Data,Ohio State University,2000,G,Financial Economics,2000-2001,both,"Kim, Taehyung",55763792152,,
"PARVIN, RUZBEH MARK;Ohio State University;2000","Parvin, Ruzbeh Mark",Foreign Exchange;International Financial Markets;Asset Pricing; Trading Volume; Bond Interest Rates,Interest Differentials and International Stock Return Differentials as Empirical Determinants of Exchange Rate Movements,Ohio State University,2000,F,International Economics,2000-2001,both,,,,
"WHITE, WILLIAM JOHN;Ohio State University;2000","White, William John","Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;Economic History: Agriculture, Natural Resources, Environment, and Extractive Industries: U.S.; Canada: Pre-1913;Economic History: Agriculture, Natural Resources, Environment, and Extractive Industries: U.S.; Canada: 1913-;Technological Change: Choices and Consequences; Diffusion Processes",An Unsung Hero: The Farm Tractor's Contribution to 20th Century Economic Growth,Ohio State University,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,,,,
"YU, MANSIK;Ohio State University;2000","Yu, Mansik",Monetary Policy;Price Level; Inflation; Deflation,Does Inflation Targeting Regime Enhance Credibility of Monetary Policy?,Ohio State University,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,,,,
"ALBQAMI, RAJA M.;Oklahoma State University;2000","Albqami, Raja M.",Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Asset Pricing; Trading Volume; Bond Interest Rates;Macroeconomic Analyses of Economic Development;Other Economic Systems: Public Economics; Financial Economics,Stock Market Development and Economic Growth in Saudi Arabia,Oklahoma State University,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,,,,
"TREJOS, SANDRA R.;Oklahoma State University;2000","Trejos, Sandra R.","Economic Development: Human Resources; Human Development; Income Distribution; Migration;Measurement and Analysis of Poverty;Personal Income, Wealth, and Their Distributions","Income Inequality, Poverty and Economic Development in Developing Countries",Oklahoma State University,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,"Trejos, Sandra R.",35222300600,,
"VECHNAK, PETER B.;Pennsylvania State University;2000","Vechnak, Peter B.",Wage Level and Structure; Wage Differentials;Health Behavior,Assessing the Effects of Substance Abuse on Employment Status,Pennsylvania State University,2000,J,Labor and Demographic Economics,2000-2001,both,,,,
"CUEVAS, ALFREDO;Princeton University;2000","Cuevas, Alfredo",Economic Growth of Open Economies;Economic Growth and Aggregate Productivity: General;Neoclassical Models of Trade,Essays on the Theories of International Trade and Economic Growth,Princeton University,2000,F,International Economics,2000-2001,both,"Cuevas, Alfredo",36868843600,,
"WU, STEPHEN;Princeton University;2000","Wu, Stephen",Human Capital; Skills; Occupational Choice; Labor Productivity;Personnel Economics: Training,"Healthy, Wealthy and Wise: Investments in Human Capital",Princeton University,2000,J,Labor and Demographic Economics,2001-2002,both,"Wu, Stephen",55824886800,"WU, STEPHEN",pwu26
"LEI, WENCHIEH VIVIAN;Purdue University;2000","Lei, Wenchieh Vivian",General Financial Markets: General (includes Measurement and Data),Essays on Trading Behavior in Financial Markets and Economic Growth,Purdue University,2000,G,Financial Economics,2000-2001,both,"Lei, Vivian",55934610600,,
"WADDELL, GLEN;Purdue University;2000","Waddell, Glen",Personnel Management; Executives; Executive Compensation,Essays in Executive Compensation,Purdue University,2000,M,Business Administration and Business Economics - Marketing - Accounting,2000-2001,both,"Waddell, Glen R.",7006390106,"WADDELL, GLEN R",pwa85
"WINKLER, JOHANNES;Purdue University;2000","Winkler, Johannes",Money and Interest Rates: General,"Essays in Monetary Theory: Search, Prices, and Currency Substitution",Purdue University,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Winkler, Johannes",57194516055,"WINTER, JOHANNES",pwi136
"BAAR, DAVID WILLIAM;Queen's University;2000","Baar, David William","Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: General;Positive Analysis of Policy Formulation and Implementation",The Sequencing of Economic Reforms: Theory and Application to Canada,Queen's University,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Baar, David W.",6601990327,,
"CUFF, KATHERINE LOUISE;Queen's University;2000","Cuff, Katherine Louise","Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies;Personal Income, Wealth, and Their Distributions;Fiscal Policy",Three Essays on Optimal Redistributive Policies,Queen's University,2000,H,Public Economics,2000-2001,both,"Cuff, Katherine",57202363132,"CUFF, KATHERINE",pcu9
"FULLERTON, GORDON;Queen's University;2000","Fullerton, Gordon",Marketing and Advertising: General,The Role of Commitment in Service Relationships,Queen's University,2000,M,Business Administration and Business Economics - Marketing - Accounting,2000-2001,both,"Fullerton, Gordon",8902703300,"FULLERTON, DON",pfu10
"WANG, WEIMIN;Queen's University;2000","Wang, Weimin",Money and Interest Rates: General,Essays of Search-Theoretic Models of Money,Queen's University,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Wang, Weimin",38262114800,"WANG, WEIMIN",pwa671
"HARRIS, KYLE;Rensselaer Polytechnic Institute;2000","Harris, Kyle",Other Spatial Production and Pricing Analysis,The Influences on Business Location Decisions: Theoretical and Empirical Considerations,Rensselaer Polytechnic Institute,2000,R,"Urban, Rural, and Regional Economics",2000-2001,both,,,,
